Year,Team,Totals,TD,YDS,AVG,LG,NO,FC,TB,G20+,G40+,FUM,OB,RET,RETY,OSA,OSR
1944,bal,Team Totals,0,241,8.9,23,27,,,,,,,,,,
1944,bal,Opponents Totals,0,192,10.7,19,18,,,,,,,,,,
1944,lten,Team Totals,0,263,9.1,46,29,,,,,,,,,,
1944,lten,Opponents Totals,0,,12.3,32,32,,,,,,,,,,
1944,dul,Team Totals,0,440,14.2,25,31,,,,,,,,,,
1944,dul,Opponents Totals,0,,12.6,29,20,,,,,,,,,,
1944,atl,Team Totals,0,326,11.6,29,28,,,,,,,,,,
1944,atl,Opponents Totals,0,,12.1,25,24,,,,,,,,,,
1944,ham,Team Totals,0,159,9.4,28,17,,,,,,,,,,
1944,ham,Opponents Totals,0,,9.9,46,39,,,,,,,,,,
1945,lkc,Team Totals,0,390,12.6,28,31,,,,,,,,,,
1945,lkc,Opponents Totals,0,,11.2,24,23,,,,,,,,,,
1945,har,Team Totals,0,452,12.2,32,37,,,,,,,,,,
1945,har,Opponents Totals,0,290,10.4,27,28,,,,,,,,,,
1945,llarm,Team Totals,0,295,10.9,41,27,,,,,,,,,,
1945,llarm,Opponents Totals,0,,10.9,24,28,,,,,,,,,,
1945,min,Team Totals,0,276,9.5,26,29,,,,,,,,,,
1945,min,Opponents Totals,1,,11.6,81t,49,,,,,,,,,,
1945,larm,Team Totals,0,337,10.9,22,31,,,,,,,,,,
1945,larm,Opponents Totals,0,,10.3,20,42,,,,,,,,,,
1945,bal,Team Totals,0,353,11.4,49,31,,,,,,,,,,
1945,bal,Opponents Totals,0,,11.9,24,28,,,,,,,,,,
1945,lten,Team Totals,1,563,14.4,81t,39,,,,,,,,,,
1945,lten,Opponents Totals,0,,9.7,32,32,,,,,,,,,,
1945,dul,Team Totals,0,317,9.1,21,35,,,,,,,,,,
1945,dul,Opponents Totals,0,284,11.4,32,25,,,,,,,,,,
1945,atl,Team Totals,0,677,17.4,33,39,,,,,,,,,,
1945,atl,Opponents Totals,0,700,18.9,,37,,,,,,,,,,
1945,ham,Team Totals,0,276,10.2,25,27,,,,,,,,,,
1945,ham,Opponents Totals,0,,10.7,23,33,,,,,,,,,,
1946,lkc,Team Totals,0,378,11.5,38,33,,,,,,,,,,
1946,lkc,Opponents Totals,0,250,8.9,,28,,,,,,,,,,
1946,har,Team Totals,1,504,12.9,50,39,,,,,,,,,,
1946,har,Opponents Totals,1,356,11.9,38,30,,,,,,,,,,
1946,llarm,Team Totals,0,470,10.9,33,43,,,,,,,,,,
1946,llarm,Opponents Totals,0,404,14.4,,28,,,,,,,,,,
1946,min,Team Totals,0,498,13.5,52,37,,,,,,,,,,
1946,min,Opponents Totals,0,247,7.7,,32,,,,,,,,,,
1946,larm,Team Totals,0,363,12.5,51,29,,,,,,,,,,
1946,larm,Opponents Totals,0,705,14.4,,49,,,,,,,,,,
1946,bal,Team Totals,0,336,11.6,24,29,,,,,,,,,,
1946,bal,Opponents Totals,0,256,10.7,,24,,,,,,,,,,
1946,lten,Team Totals,0,295,11.3,70,26,,,,,,,,,,
1946,lten,Opponents Totals,0,350,13.0,,27,,,,,,,,,,
1946,dul,Team Totals,0,255,11.1,28,23,,,,,,,,,,
1946,dul,Opponents Totals,0,399,13.8,,29,,,,,,,,,,
1946,atl,Team Totals,0,284,10.1,22,28,,,,,,,,,,
1946,atl,Opponents Totals,0,414,11.8,70,35,,,,,,,,,,
1946,ham,Team Totals,0,332,11.9,28,28,,,,,,,,,,
1946,ham,Opponents Totals,0,334,10.1,,33,,,,,,,,,,
1947,lkc,Team Totals,2,716,13.3,69t,54,,,,,,,,,,
1947,lkc,Opponents Totals,0,350,10.9,23,32,,,,,,,,,,
1947,har,Team Totals,0,583,14.6,33,40,,,,,,,,,,
1947,har,Opponents Totals,0,330,11.0,,30,,,,,,,,,,
1947,llarm,Team Totals,1,378,15.1,86t,25,,,,,,,,,,
1947,llarm,Opponents Totals,1,913,14.5,,63,,,,,,,,,,
1947,min,Team Totals,0,445,12.4,30,36,,,,,,,,,,
1947,min,Opponents Totals,1,486,13.1,,37,,,,,,,,,,
1947,larm,Team Totals,0,371,8.4,35,44,,,,,,,,,,
1947,larm,Opponents Totals,1,719,14.4,,50,,,,,,,,,,
1947,bal,Team Totals,0,370,13.7,31,27,,,,,,,,,,
1947,bal,Opponents Totals,0,337,9.4,,36,,,,,,,,,,
1947,lten,Team Totals,0,495,12.7,50,39,,,,,,,,,,
1947,lten,Opponents Totals,2,433,16.0,,27,,,,,,,,,,
1947,dul,Team Totals,0,563,12.5,28,45,,,,,,,,,,
1947,dul,Opponents Totals,0,483,11.0,35,44,,,,,,,,,,
1947,atl,Team Totals,2,640,14.5,88t,44,,,,,,,,,,
1947,atl,Opponents Totals,1,352,12.1,,29,,,,,,,,,,
1947,ham,Team Totals,1,452,13.3,84t,34,,,,,,,,,,
1947,ham,Opponents Totals,1,584,15.0,,39,,,,,,,,,,
1948,lkc,Team Totals,1,554,10.9,55t,51,,,,,,,,,,
1948,lkc,Opponents Totals,0,411,10.8,38,38,,,,,,,,,,
1948,har,Team Totals,0,370,10.9,35,34,,,,,,,,,,
1948,har,Opponents Totals,0,383,12.8,,30,,,,,,,,,,
1948,llarm,Team Totals,0,212,8.8,25,24,,,,,,,,,,
1948,llarm,Opponents Totals,1,812,14.8,,55,,,,,,,,,,
1948,min,Team Totals,0,353,9.8,22,36,,,,,,,,,,
1948,min,Opponents Totals,2,374,11.3,,33,,,,,,,,,,
1948,larm,Team Totals,0,507,12.7,38,40,,,,,,,,,,
1948,larm,Opponents Totals,0,469,9.2,,51,,,,,,,,,,
1948,bal,Team Totals,4,669,19.1,70t,35,,,,,,,,,,
1948,bal,Opponents Totals,0,504,12.0,,42,,,,,,,,,,
1948,lten,Team Totals,1,781,14.2,60t,55,,,,,,,,,,
1948,lten,Opponents Totals,0,413,9.2,,45,,,,,,,,,,
1948,dul,Team Totals,0,514,12.5,48,41,,,,,,,,,,
1948,dul,Opponents Totals,1,445,13.9,,32,,,,,,,,,,
1948,atl,Team Totals,0,527,11.2,40,47,,,,,,,,,,
1948,atl,Opponents Totals,1,473,12.4,49t,38,,,,,,,,,,
1948,ham,Team Totals,0,289,8.8,22,33,,,,,,,,,,
1948,ham,Opponents Totals,1,492,15.4,,32,,,,,,,,,,
1949,lkc,Team Totals,2,577,12.0,70t,48,,,,,,,,,,
1949,lkc,Opponents Totals,0,384,10.7,49,36,,,,,,,,,,
1949,har,Team Totals,0,449,13.2,50,34,,,,,,,,,,
1949,har,Opponents Totals,1,373,13.8,,27,,,,,,,,,,
1949,llarm,Team Totals,1,457,11.7,67t,39,,,,,,,,,,
1949,llarm,Opponents Totals,2,598,11.5,,52,,,,,,,,,,
1949,min,Team Totals,0,377,10.8,41,35,,,,,,,,,,
1949,min,Opponents Totals,0,442,11.6,,38,,,,,,,,,,
1949,larm,Team Totals,0,211,5.7,19,37,,,,,,,,,,
1949,larm,Opponents Totals,2,660,12.7,,52,,,,,,,,,,
1949,bal,Team Totals,2,624,14.5,85,43,,,,,,,,,,
1949,bal,Opponents Totals,0,215,8.3,,26,,,,,,,,,,
1949,lten,Team Totals,0,583,11.2,37,52,,,,,,,,,,
1949,lten,Opponents Totals,0,359,11.2,,32,,,,,,,,,,
1949,dul,Team Totals,2,546,18.2,71t,30,,,,,,,,,,
1949,dul,Opponents Totals,1,361,8.4,,43,,,,,,,,,,
1949,atl,Team Totals,2,557,14.3,67t,39,,,,,,,,,,
1949,atl,Opponents Totals,1,367,9.7,,38,,,,,,,,,,
1949,ham,Team Totals,1,310,8.4,57t,37,,,,,,,,,,
1949,ham,Opponents Totals,3,932,18.6,85,50,,,,,,,,,,
1950,lkc,Team Totals,1,469,15.6,54t,30,,,,,,,,,,
1950,lkc,Opponents Totals,0,210,6.6,32,32,,,,,,,,,,
1950,har,Team Totals,0,410,9.8,43,42,,,,,,,,,,
1950,har,Opponents Totals,0,420,9.8,,43,,,,,,,,,,
1950,llarm,Team Totals,0,401,7.7,39,52,,,,,,,,,,
1950,llarm,Opponents Totals,1,392,12.3,82t,32,,,,,,,,,,
1950,min,Team Totals,0,387,11.7,33,33,,,,,,,,,,
1950,min,Opponents Totals,1,504,14.4,,35,,,,,,,,,,
1950,larm,Team Totals,1,338,10.2,82t,33,,,,,,,,,,
1950,larm,Opponents Totals,1,400,8.7,,46,,,,,,,,,,
1950,bal,Team Totals,1,407,9.5,96t,43,,,,,,,,,,
1950,bal,Opponents Totals,2,446,12.4,,36,,,,,,,,,,
1950,lten,Team Totals,0,393,8.7,30,45,,,,,,,,,,
1950,lten,Opponents Totals,0,394,14.1,,28,,,,,,,,,,
1950,dul,Team Totals,0,601,10.0,48,60,,,,,,,,,,
1950,dul,Opponents Totals,1,303,12.6,,24,,,,,,,,,,
1950,atl,Team Totals,0,305,11.3,29,27,,,,,,,,,,
1950,atl,Opponents Totals,0,699,13.2,,53,,,,,,,,,,
1950,ham,Team Totals,0,389,10.8,29,36,,,,,,,,,,
1950,ham,Opponents Totals,0,529,11.8,,45,,,,,,,,,,
1950,jac,Team Totals,2,729,16.6,85t,44,,,,,,,,,,
1950,jac,Opponents Totals,0,372,7.6,29,49,,,,,,,,,,
1950,lind,Team Totals,0,406,12.3,33,33,,,,,,,,,,
1950,lind,Opponents Totals,0,413,11.2,27,37,,,,,,,,,,
1950,was,Team Totals,1,378,14.5,86t,26,,,,,,,,,,
1950,was,Opponents Totals,0,531,12.1,44,44,,,,,,,,,,
1951,lkc,Team Totals,0,230,7.7,49,30,,,,,,,,,,
1951,lkc,Opponents Totals,0,340,6.9,30,49,,,,,,,,,,
1951,har,Team Totals,4,675,14.1,81t,48,,,,,,,,,,
1951,har,Opponents Totals,0,399,7.4,,54,,,,,,,,,,
1951,llarm,Team Totals,0,333,8.3,37,40,,,,,,,,,,
1951,llarm,Opponents Totals,1,349,9.4,,37,,,,,,,,,,
1951,min,Team Totals,1,464,9.9,68t,47,,,,,,,,,,
1951,min,Opponents Totals,0,411,10.3,,40,,,,,,,,,,
1951,larm,Team Totals,0,382,8.9,30,43,,,,,,,,,,
1951,larm,Opponents Totals,1,261,7.7,71t,34,,,,,,,,,,
1951,bal,Team Totals,0,192,6.4,23,30,,,,,,,,,,
1951,bal,Opponents Totals,3,677,14.4,,47,,,,,,,,,,
1951,lten,Team Totals,1,344,9.3,67t,37,,,,,,,,,,
1951,lten,Opponents Totals,3,365,11.1,,33,,,,,,,,,,
1951,dul,Team Totals,4,483,15.1,89t,32,,,,,,,,,,
1951,dul,Opponents Totals,1,386,11.7,,33,,,,,,,,,,
1951,atl,Team Totals,1,407,11.6,51,35,,,,,,,,,,
1951,atl,Opponents Totals,0,140,6.7,58,21,,,,,,,,,,
1951,ham,Team Totals,1,374,8.5,58,44,,,,,,,,,,
1951,ham,Opponents Totals,0,251,10.0,,25,,,,,,,,,,
1951,jac,Team Totals,0,213,7.3,26,29,,,,,,,,,,
1951,jac,Opponents Totals,2,564,14.8,89t,38,,,,,,,,,,
1951,lind,Team Totals,1,379,13.1,79t,29,,,,,,,,,,
1951,lind,Opponents Totals,1,333,10.1,,33,,,,,,,,,,
1952,lkc,Team Totals,1,410,7.5,54t,55,,,,,,,,,,
1952,lkc,Opponents Totals,0,307,7.9,38,39,,,,,,,,,,
1952,har,Team Totals,0,502,12.2,60,41,,,,,,,,,,
1952,har,Opponents Totals,2,348,6.7,,52,,,,,,,,,,
1952,llarm,Team Totals,2,446,8.4,56t,53,,,,,,,,,,
1952,llarm,Opponents Totals,1,571,10.4,74t,55,,,,,,,,,,
1952,min,Team Totals,3,557,11.9,70t,47,,,,,,,,,,
1952,min,Opponents Totals,1,483,9.7,,50,,,,,,,,,,
1952,larm,Team Totals,0,450,9.2,38,49,,,,,,,,,,
1952,larm,Opponents Totals,1,600,11.1,,54,,,,,,,,,,
1952,bal,Team Totals,2,452,11.0,74t,41,,,,,,,,,,
1952,bal,Opponents Totals,3,610,13.0,,47,,,,,,,,,,
1952,lten,Team Totals,3,520,14.9,79t,35,,,,,,,,,,
1952,lten,Opponents Totals,0,305,7.4,,41,,,,,,,,,,
1952,dul,Team Totals,2,527,13.9,82t,38,,,,,,,,,,
1952,dul,Opponents Totals,0,178,8.1,,22,,,,,,,,,,
1952,atl,Team Totals,2,436,10.9,94t,40,,,,,,,,,,
1952,atl,Opponents Totals,1,359,12.4,82t,29,,,,,,,,,,
1952,ham,Team Totals,0,370,9.7,72,38,,,,,,,,,,
1952,ham,Opponents Totals,1,281,7.8,65t,36,,,,,,,,,,
1952,jac,Team Totals,0,223,5.4,47,41,,,,,,,,,,
1952,jac,Opponents Totals,2,612,16.1,,38,,,,,,,,,,
1952,lind,Team Totals,0,160,7.6,18,21,,,,,,,,,,
1952,lind,Opponents Totals,3,399,11.1,,36,,,,,,,,,,
1953,lkc,Team Totals,0,175,4.1,28,43,,,,,,,,,,
1953,lkc,Opponents Totals,0,156,4.5,17,35,,,,,,,,,,
1953,har,Team Totals,0,166,3.6,20,46,,,,,,,,,,
1953,har,Opponents Totals,0,257,5.7,54,45,,,,,,,,,,
1953,llarm,Team Totals,0,306,8.5,62,36,,,,,,,,,,
1953,llarm,Opponents Totals,0,165,4.3,,38,,,,,,,,,,
1953,min,Team Totals,0,269,5.4,54,50,,,,,,,,,,
1953,min,Opponents Totals,0,403,8.1,,50,,,,,,,,,,
1953,larm,Team Totals,0,334,6.1,40,55,,,,,,,,,,
1953,larm,Opponents Totals,0,521,7.6,,69,,,,,,,,,,
1953,bal,Team Totals,0,349,7.0,38,50,,,,,,,,,,
1953,bal,Opponents Totals,0,68,1.5,,44,,,,,,,,,,
1953,lten,Team Totals,1,233,6.7,74t,35,,,,,,,,,,
1953,lten,Opponents Totals,1,275,6.7,,41,,,,,,,,,,
1953,dul,Team Totals,0,250,7.6,50,33,,,,,,,,,,
1953,dul,Opponents Totals,0,109,4.0,13,27,,,,,,,,,,
1953,atl,Team Totals,1,326,5.9,78t,55,,,,,,,,,,
1953,atl,Opponents Totals,0,356,7.9,,45,,,,,,,,,,
1953,ham,Team Totals,0,143,3.8,28,38,,,,,,,,,,
1953,ham,Opponents Totals,1,234,6.9,,34,,,,,,,,,,
1953,jac,Team Totals,1,184,6.3,71t,29,,,,,,,,,,
1953,jac,Opponents Totals,1,307,7.7,74,40,,,,,,,,,,
1953,lind,Team Totals,1,348,8.9,60t,39,,,,,,,,,,
1953,lind,Opponents Totals,1,232,5.7,71t,41,,,,,,,,,,
1954,lkc,Team Totals,0,324,5.3,57,61,,,,,,,,,,
1954,lkc,Opponents Totals,1,128,3.4,48t,38,,,,,,,,,,
1954,har,Team Totals,0,273,5.6,25,49,,,,,,,,,,
1954,har,Opponents Totals,1,304,6.2,59t,49,,,,,,,,,,
1954,llarm,Team Totals,1,305,5.9,48t,52,,,,,,,,,,
1954,llarm,Opponents Totals,0,152,3.4,,45,,,,,,,,,,
1954,min,Team Totals,0,110,3.4,19,32,,,,,,,,,,
1954,min,Opponents Totals,0,302,6.9,,44,,,,,,,,,,
1954,larm,Team Totals,0,121,4.7,25,26,,,,,,,,,,
1954,larm,Opponents Totals,0,411,10.3,,40,,,,,,,,,,
1954,bal,Team Totals,2,364,9.8,70t,37,,,,,,,,,,
1954,bal,Opponents Totals,0,67,2.3,,29,,,,,,,,,,
1954,lten,Team Totals,0,186,4.4,34,42,,,,,,,,,,
1954,lten,Opponents Totals,2,430,10.8,,40,,,,,,,,,,
1954,dul,Team Totals,0,205,5.7,32,36,,,,,,,,,,
1954,dul,Opponents Totals,0,269,6.7,47,40,,,,,,,,,,
1954,atl,Team Totals,0,201,4.6,50,44,,,,,,,,,,
1954,atl,Opponents Totals,0,373,11.7,,32,,,,,,,,,,
1954,ham,Team Totals,1,394,9.9,93t,40,,,,,,,,,,
1954,ham,Opponents Totals,1,290,6.7,61t,43,,,,,,,,,,
1954,jac,Team Totals,0,168,5.1,18,33,,,,,,,,,,
1954,jac,Opponents Totals,0,150,3.3,39,45,,,,,,,,,,
1954,lind,Team Totals,1,208,5.3,59t,39,,,,,,,,,,
1954,lind,Opponents Totals,0,55,1.2,,46,,,,,,,,,,
1955,lkc,Team Totals,1,337,7.7,60t,44,,,,,,,,,,
1955,lkc,Opponents Totals,1,186,5.0,78t,37,,,,,,,,,,
1955,har,Team Totals,2,407,9.5,55t,43,,,,,,,,,,
1955,har,Opponents Totals,1,296,7.0,,42,,,,,,,,,,
1955,llarm,Team Totals,2,230,6.4,69t,36,,,,,,,,,,
1955,llarm,Opponents Totals,0,181,3.5,,52,,,,,,,,,,
1955,min,Team Totals,2,408,12.0,78t,34,,,,,,,,,,
1955,min,Opponents Totals,2,288,6.9,,42,,,,,,,,,,
1955,larm,Team Totals,0,95,2.3,17,41,,,,,,,,,,
1955,larm,Opponents Totals,1,206,5.7,66t,36,,,,,,,,,,
1955,bal,Team Totals,0,88,1.9,20,46,,,,,,,,,,
1955,bal,Opponents Totals,1,304,7.2,,42,,,,,,,,,,
1955,lten,Team Totals,1,229,5.2,55t,44,,,,,,,,,,
1955,lten,Opponents Totals,0,264,6.4,,41,,,,,,,,,,
1955,dul,Team Totals,0,147,4.2,28,35,,,,,,,,,,
1955,dul,Opponents Totals,1,201,5.0,,40,,,,,,,,,,
1955,atl,Team Totals,1,280,7.8,40,36,,,,,,,,,,
1955,atl,Opponents Totals,1,223,6.2,55t,36,,,,,,,,,,
1955,ham,Team Totals,0,178,3.7,24,48,,,,,,,,,,
1955,ham,Opponents Totals,0,71,1.9,11,37,,,,,,,,,,
1955,jac,Team Totals,0,118,3.0,21,39,,,,,,,,,,
1955,jac,Opponents Totals,1,369,9.2,37,40,,,,,,,,,,
1955,lind,Team Totals,0,224,5.5,42,41,,,,,,,,,,
1955,lind,Opponents Totals,0,152,3.6,,42,,,,,,,,,,
1956,lkc,Team Totals,0,162,4.5,25,36,,,,,,,,,,
1956,lkc,Opponents Totals,0,337,9.9,,34,,,,,,,,,,
1956,har,Team Totals,1,305,9.5,95t,32,,,,,,,,,,
1956,har,Opponents Totals,0,132,4.7,,28,,,,,,,,,,
1956,llarm,Team Totals,0,273,9.4,59,29,,,,,,,,,,
1956,llarm,Opponents Totals,2,296,6.7,,44,,,,,,,,,,
1956,min,Team Totals,1,317,7.7,65t,41,,,,,,,,,,
1956,min,Opponents Totals,0,137,5.3,31,26,,,,,,,,,,
1956,larm,Team Totals,0,299,6.6,59,45,,,,,,,,,,
1956,larm,Opponents Totals,1,451,10.0,,45,,,,,,,,,,
1956,bal,Team Totals,0,241,6.7,40,36,,,,,,,,,,
1956,bal,Opponents Totals,0,283,5.7,29,50,,,,,,,,,,
1956,lten,Team Totals,1,195,6.5,51t,30,,,,,,,,,,
1956,lten,Opponents Totals,1,243,8.4,,29,,,,,,,,,,
1956,dul,Team Totals,1,233,5.4,66t,43,,,,,,,,,,
1956,dul,Opponents Totals,0,197,6.2,,32,,,,,,,,,,
1956,atl,Team Totals,1,160,4.6,67t,35,,,,,,,,,,
1956,atl,Opponents Totals,0,123,3.5,16,35,,,,,,,,,,
1956,ham,Team Totals,1,297,7.1,90t,42,,,,,,,,,,
1956,ham,Opponents Totals,2,153,3.9,67t,39,,,,,,,,,,
1956,jac,Team Totals,0,239,8.0,58,30,,,,,,,,,,
1956,jac,Opponents Totals,1,280,5.7,90t,49,,,,,,,,,,
1956,lind,Team Totals,1,253,5.9,76t,43,,,,,,,,,,
1956,lind,Opponents Totals,0,342,11.0,,31,,,,,,,,,,
1957,lkc,Team Totals,0,231,4.8,32,48,,,,,,,,,,
1957,lkc,Opponents Totals,1,315,6.7,58t,47,,,,,,,,,,
1957,har,Team Totals,0,180,4.2,23,43,,,,,,,,,,
1957,har,Opponents Totals,1,325,7.2,,45,,,,,,,,,,
1957,llarm,Team Totals,0,276,5.4,30,51,,,,,,,,,,
1957,llarm,Opponents Totals,0,324,7.2,,45,,,,,,,,,,
1957,min,Team Totals,2,460,10.5,76t,44,,,,,,,,,,
1957,min,Opponents Totals,0,88,2.5,,35,,,,,,,,,,
1957,larm,Team Totals,0,199,5.4,38,37,,,,,,,,,,
1957,larm,Opponents Totals,0,351,7.8,36,45,,,,,,,,,,
1957,bal,Team Totals,0,258,6.5,31,40,,,,,,,,,,
1957,bal,Opponents Totals,0,266,5.8,,46,,,,,,,,,,
1957,lten,Team Totals,0,200,4.9,36,41,,,,,,,,,,
1957,lten,Opponents Totals,0,54,1.6,,33,,,,,,,,,,
1957,dul,Team Totals,0,122,3.3,26,37,,,,,,,,,,
1957,dul,Opponents Totals,0,205,5.9,28,35,,,,,,,,,,
1957,atl,Team Totals,0,133,4.0,49,33,,,,,,,,,,
1957,atl,Opponents Totals,0,109,3.2,28,34,,,,,,,,,,
1957,ham,Team Totals,0,198,5.5,28,36,,,,,,,,,,
1957,ham,Opponents Totals,0,229,6.2,,37,,,,,,,,,,
1957,jac,Team Totals,0,146,3.4,25,43,,,,,,,,,,
1957,jac,Opponents Totals,0,244,5.2,,47,,,,,,,,,,
1957,lind,Team Totals,0,256,7.1,48,36,,,,,,,,,,
1957,lind,Opponents Totals,0,149,3.7,22,40,,,,,,,,,,
1958,lkc,Team Totals,0,168,4.0,34,42,,,,,,,,,,
1958,lkc,Opponents Totals,0,376,7.4,,51,,,,,,,,,,
1958,har,Team Totals,1,318,8.2,68t,39,,,,,,,,,,
1958,har,Opponents Totals,0,95,2.5,23,38,,,,,,,,,,
1958,llarm,Team Totals,0,301,6.7,43,45,,,,,,,,,,
1958,llarm,Opponents Totals,0,233,6.1,,38,,,,,,,,,,
1958,min,Team Totals,0,143,4.5,23,32,,,,,,,,,,
1958,min,Opponents Totals,0,235,7.1,,33,,,,,,,,,,
1958,larm,Team Totals,0,259,6.6,27,39,,,,,,,,,,
1958,larm,Opponents Totals,0,154,4.4,,35,,,,,,,,,,
1958,bal,Team Totals,0,333,7.1,65,47,,,,,,,,,,
1958,bal,Opponents Totals,1,363,8.9,68t,41,,,,,,,,,,
1958,lten,Team Totals,0,237,6.1,33,39,,,,,,,,,,
1958,lten,Opponents Totals,1,176,4.4,71t,40,,,,,,,,,,
1958,dul,Team Totals,0,156,4.1,33,38,,,,,,,,,,
1958,dul,Opponents Totals,0,376,10.4,,36,,,,,,,,,,
1958,atl,Team Totals,0,239,5.8,58,41,,,,,,,,,,
1958,atl,Opponents Totals,0,143,4.3,,33,,,,,,,,,,
1958,ham,Team Totals,0,146,4.2,49,35,,,,,,,,,,
1958,ham,Opponents Totals,0,132,3.7,22,36,,,,,,,,,,
1958,jac,Team Totals,1,223,5.4,71t,41,,,,,,,,,,
1958,jac,Opponents Totals,0,151,3.4,,44,,,,,,,,,,
1958,lind,Team Totals,0,179,5.4,51,33,,,,,,,,,,
1958,lind,Opponents Totals,0,268,5.8,38,46,,,,,,,,,,
1959,lkc,Team Totals,0,164,3.3,22,50,,,,,,,,,,
1959,lkc,Opponents Totals,4,527,13.9,,38,,,,,,,,,,
1959,har,Team Totals,1,211,8.1,78t,26,,,,,,,,,,
1959,har,Opponents Totals,0,39,1.2,11,32,,,,,,,,,,
1959,llarm,Team Totals,2,239,6.6,81t,36,,,,,,,,,,
1959,llarm,Opponents Totals,1,312,7.8,65,40,,,,,,,,,,
1959,min,Team Totals,0,152,4.0,28,38,,,,,,,,,,
1959,min,Opponents Totals,3,418,8.5,,49,,,,,,,,,,
1959,larm,Team Totals,0,119,4.0,26,30,,,,,,,,,,
1959,larm,Opponents Totals,0,73,1.9,,38,,,,,,,,,,
1959,bal,Team Totals,5,548,9.8,84t,56,,,,,,,,,,
1959,bal,Opponents Totals,0,181,4.6,,39,,,,,,,,,,
1959,lten,Team Totals,0,233,6.1,25,38,,,,,,,,,,
1959,lten,Opponents Totals,0,120,3.6,30,33,,,,,,,,,,
1959,dul,Team Totals,1,243,9.3,78t,26,,,,,,,,,,
1959,dul,Opponents Totals,1,360,7.8,,46,,,,,,,,,,
1959,atl,Team Totals,1,316,9.6,61t,33,,,,,,,,,,
1959,atl,Opponents Totals,1,291,7.3,71t,40,,,,,,,,,,
1959,ham,Team Totals,0,269,7.3,65,37,,,,,,,,,,
1959,ham,Opponents Totals,0,186,5.3,21,35,,,,,,,,,,
1959,jac,Team Totals,0,197,3.9,24,50,,,,,,,,,,
1959,jac,Opponents Totals,0,230,6.4,,36,,,,,,,,,,
1959,lind,Team Totals,1,251,7.0,71t,36,,,,,,,,,,
1959,lind,Opponents Totals,1,205,6.8,,30,,,,,,,,,,
1960,lkc,Team Totals,0,119,4.3,15,28,,,,,,,,,,
1960,lkc,Opponents Totals,0,166,4.9,24,34,,,,,,,,,,
1960,har,Team Totals,0,208,9.9,36,21,,,,,,,,,,
1960,har,Opponents Totals,0,168,7.0,46,24,,,,,,,,,,
1960,llarm,Team Totals,0,209,6.7,38,31,1,,,,,,,,,
1960,llarm,Opponents Totals,0,100,5.9,22,17,,,,,,,,,,
1960,min,Team Totals,0,232,7.7,36,30,,,,,,,,,,
1960,min,Opponents Totals,0,162,6.2,,26,,,,,,,,,,
1960,larm,Team Totals,0,183,6.1,20,30,,,,,,,,,,
1960,larm,Opponents Totals,0,198,9.4,,21,,,,,,,,,,
1960,bal,Team Totals,0,65,4.3,20,15,,,,,,,,,,
1960,bal,Opponents Totals,0,242,7.8,,31,,,,,,,,,,
1960,lten,Team Totals,0,172,6.6,33,26,,,,,,,,,,
1960,lten,Opponents Totals,0,144,6.5,25,22,,,,,,,,,,
1960,dul,Team Totals,0,227,7.3,39,31,,,,,,,,,,
1960,dul,Opponents Totals,0,296,8.7,,34,,,,,,,,,,
1960,atl,Team Totals,0,217,9.0,48,24,,,,,,,,,,
1960,atl,Opponents Totals,0,182,6.5,31,28,,,,,,,,,,
1960,ham,Team Totals,0,127,5.5,26,23,,,,,,,,,,
1960,ham,Opponents Totals,0,48,3.2,10,15,,,,,,,,,,
1960,jac,Team Totals,0,182,6.7,31,27,,,,,,,,,,
1960,jac,Opponents Totals,1,249,7.1,,35,,,,,,,,,,
1960,lind,Team Totals,1,129,5.2,29,25,,,,,,,,,,
1960,lind,Opponents Totals,0,199,7.4,,27,,,,,,,,,,
1960,was,Team Totals,0,192,8.0,46,24,13,,,,,,,,,
1960,was,Opponents Totals,0,91,4.6,25,20,16,,,,,,,,,
1961,lkc,Team Totals,0,289,6.9,30,42,15,,,,,,,,,
1961,lkc,Opponents Totals,0,247,7.7,24,32,11,,,,,,,,,
1961,har,Team Totals,1,353,10.4,66t,34,,,,,,,,,,
1961,har,Opponents Totals,1,235,7.8,73t,30,,,,,,,,,,
1961,llarm,Team Totals,1,283,10.1,64t,28,8,,,,,,,,,
1961,llarm,Opponents Totals,0,213,7.9,47,27,9,,,,,,,,,
1961,min,Team Totals,1,236,9.1,73t,26,,,,,,,,,,
1961,min,Opponents Totals,1,438,8.3,,53,,,,,,,,,,
1961,larm,Team Totals,1,447,11.2,66,40,,,,,,,,,,
1961,larm,Opponents Totals,1,251,7.8,,32,,,,,,,,,,
1961,bal,Team Totals,0,103,4.5,19,23,5,,,,,,,,,
1961,bal,Opponents Totals,0,193,11.4,78,17,27,,,,,,,,,
1961,lten,Team Totals,0,197,7.0,19,28,,,,,,,,,,
1961,lten,Opponents Totals,1,280,9.3,,30,,,,,,,,,,
