Year,Team,Totals,1st,2nd,3rd,4th,YDS,TOP,Rushing,Passing,Penalty,3RD DOWN EFFICIENCY,4TH DOWN EFFICIENCY,PEN,OT
1935,dul,Team Totals,16,31,10,42,,,,,,,,,
1935,dul,Opponents Totals,33,23,17,24,,,,,,,,,
1935,atl,Team Totals,27,99,30,36,,,,,,,,,
1935,atl,Opponents Totals,31,9,38,28,,,,,,,,,
1936,lkc,Team Totals,30,40,42,37,,,,,,,,,
1936,lkc,Opponents Totals,26,31,28,25,,,,,,,,,
1936,har,Team Totals,23,30,17,28,,,,,,,,,
1936,har,Opponents Totals,34,72,34,47,,,,,,,,,
1936,llarm,Team Totals,14,38,28,35,,,,,,,,,
1936,llarm,Opponents Totals,43,40,51,29,,,,,,,,,
1936,min,Team Totals,6,28,26,32,,,,,,,,,
1936,min,Opponents Totals,37,48,49,27,,,,,,,,,
1936,larm,Team Totals,17,10,7,17,,,,,,,,,
1936,larm,Opponents Totals,23,74,57,52,,,,,,,,,
1936,bal,Team Totals,40,86,76,46,,,,,,,,,
1936,bal,Opponents Totals,26,21,25,46,,,,,,,,,
1936,lten,Team Totals,63,66,42,51,,,,,,,,,
1936,lten,Opponents Totals,9,41,0,44,,,,,,,,,
1936,dul,Team Totals,34,96,38,67,,,,,,,,,
1936,dul,Opponents Totals,30,36,10,26,,,,,,,,,
1936,atl,Team Totals,25,28,7,14,,,,,,,,,
1936,atl,Opponents Totals,24,59,29,31,,,,,,,,,
1937,lkc,Team Totals,50,13,68,64,,,,,,,,,
1937,lkc,Opponents Totals,34,29,20,37,,,,,,,,,
1937,har,Team Totals,27,38,37,26,,,,,,,,,
1937,har,Opponents Totals,31,16,21,41,,,,,,,,,
1937,llarm,Team Totals,20,28,31,43,,,,,,,,,
1937,llarm,Opponents Totals,20,21,50,54,,,,,,,,,
1937,min,Team Totals,13,12,27,30,,,,,,,,,
1937,min,Opponents Totals,35,66,48,25,,,,,,,,,
1937,larm,Team Totals,21,31,0,34,,,,,,,,,
1937,larm,Opponents Totals,35,43,28,71,,,,,,,,,
1937,bal,Team Totals,25,62,85,29,,,,,,,,,
1937,bal,Opponents Totals,17,30,16,37,,,,,,,,,
1937,lten,Team Totals,35,75,33,77,,,,,,,,,
1937,lten,Opponents Totals,7,26,62,27,,,,,,,,,
1937,dul,Team Totals,21,82,54,23,,,,,,,,,
1937,dul,Opponents Totals,19,30,7,49,,,,,,,,,
1937,atl,Team Totals,48,13,20,54,,,,,,,,,
1937,atl,Opponents Totals,23,57,60,25,,,,,,,,,
1937,ham,Team Totals,7,31,7,30,,,,,,,,,
1937,ham,Opponents Totals,46,67,50,44,,,,,,,,,
1938,lkc,Team Totals,44,70,35,45,,,,,,,,,
1938,lkc,Opponents Totals,14,28,10,27,,,,,,,,,
1938,har,Team Totals,23,34,47,44,,,,,,,,,
1938,har,Opponents Totals,41,30,26,57,,,,,,,,,
1938,llarm,Team Totals,33,59,0,39,,,,,,,,,
1938,llarm,Opponents Totals,31,58,42,30,,,,,,,,,
1938,min,Team Totals,31,40,56,27,,,,,,,,,
1938,min,Opponents Totals,28,65,39,32,,,,,,,,,
1938,larm,Team Totals,7,21,14,37,,,,,,,,,
1938,larm,Opponents Totals,56,44,22,47,,,,,,,,,
1938,bal,Team Totals,45,87,61,30,,,,,,,,,
1938,bal,Opponents Totals,16,27,44,31,,,,,,,,,
1938,lten,Team Totals,30,33,28,28,,,,,,,,,
1938,lten,Opponents Totals,24,14,28,42,,,,,,,,,
1938,dul,Team Totals,31,75,50,38,,,,,,,,,
1938,dul,Opponents Totals,41,35,31,41,,,,,,,,,
1938,atl,Team Totals,33,17,27,54,,,,,,,,,
1938,atl,Opponents Totals,40,76,73,26,,,,,,,,,
1938,ham,Team Totals,31,19,45,16,,,,,,,,,
1938,ham,Opponents Totals,17,78,48,25,,,,,,,,,
1939,lkc,Team Totals,23,50,51,44,,,,,,,,,
1939,lkc,Opponents Totals,12,24,6,43,,,,,,,,,
1939,har,Team Totals,62,40,60,80,,,,,,,,,
1939,har,Opponents Totals,17,46,17,14,,,,,,,,,
1939,llarm,Team Totals,27,23,34,24,,,,,,,,,
1939,llarm,Opponents Totals,34,59,37,89,,,,,,,,,
1939,min,Team Totals,9,34,16,46,,,,,,,,,
1939,min,Opponents Totals,37,54,48,61,,,,,,,,,
1939,larm,Team Totals,10,52,17,35,,,,,,,,,
1939,larm,Opponents Totals,51,46,72,47,,,,,,,,,
1939,bal,Team Totals,51,78,58,46,,,,,,,,,
1939,bal,Opponents Totals,17,44,33,59,,,,,,,,,
1939,lten,Team Totals,30,125,64,79,,,,,,,,,
1939,lten,Opponents Totals,37,38,35,47,,,,,,,,,
1939,dul,Team Totals,29,43,23,50,,,,,,,,,
1939,dul,Opponents Totals,10,55,40,45,,,,,,,,,
1939,atl,Team Totals,55,49,27,64,,,,,,,,,
1939,atl,Opponents Totals,22,64,35,43,,,,,,,,,
1939,ham,Team Totals,10,14,14,46,,,,,,,,,
1939,ham,Opponents Totals,69,78,41,66,,,,,,,,,
1940,lkc,Team Totals,62,64,47,72,,,,,,,,,
1940,lkc,Opponents Totals,47,37,38,20,,,,,,,,,
1940,har,Team Totals,42,25,64,55,,,,,,,,,
1940,har,Opponents Totals,26,29,14,51,,,,,,,,,
1940,llarm,Team Totals,44,16,45,26,,,,,,,,,
1940,llarm,Opponents Totals,38,36,21,38,,,,,,,,,
1940,min,Team Totals,19,17,17,7,,,,,,,,,
1940,min,Opponents Totals,58,27,37,56,,,,,,,,,
1940,larm,Team Totals,16,27,14,54,,,,,,,,,
1940,larm,Opponents Totals,65,46,64,36,,,,,,,,,
1940,bal,Team Totals,61,89,56,32,,,,,,,,,
1940,bal,Opponents Totals,20,38,55,49,,,,,,,,,
1940,lten,Team Totals,74,52,44,68,,,,,,,,,
1940,lten,Opponents Totals,24,54,36,41,,,,,,,,,
1940,dul,Team Totals,10,41,57,30,,,,,,,,,
1940,dul,Opponents Totals,34,48,27,44,,,,,,,,,
1940,atl,Team Totals,47,47,26,51,,,,,,,,,
1940,atl,Opponents Totals,26,65,50,50,,,,,,,,,
1940,ham,Team Totals,38,47,14,40,,,,,,,,,
1940,ham,Opponents Totals,75,55,42,50,,,,,,,,,
1941,lkc,Team Totals,48,58,51,81,,,,,,,,,
1941,lkc,Opponents Totals,10,48,20,36,,,,,,,,,
1941,har,Team Totals,40,31,37,50,,,,,,,,,
1941,har,Opponents Totals,19,54,20,34,,,,,,,,,
1941,llarm,Team Totals,34,69,24,49,,,,,,,,,
1941,llarm,Opponents Totals,35,44,40,55,,,,,,,,,
1941,min,Team Totals,35,40,31,13,,,,,,,,,
1941,min,Opponents Totals,29,48,42,99,,,,,,,,,
1941,larm,Team Totals,10,52,21,20,,,,,,,,,
1941,larm,Opponents Totals,62,70,70,74,,,,,,,,,
1941,bal,Team Totals,61,136,97,102,,,,,,,,,
1941,bal,Opponents Totals,20,55,44,28,,,,,,,,,
1941,lten,Team Totals,54,58,54,92,,,,,,,,,
1941,lten,Opponents Totals,39,23,30,38,,,,,,,,,
1941,dul,Team Totals,28,13,31,49,,,,,,,,,
1941,dul,Opponents Totals,31,64,41,59,,,,,,,,,
1941,atl,Team Totals,25,45,36,21,,,,,,,,,
1941,atl,Opponents Totals,55,54,55,33,,,,,,,,,
1941,ham,Team Totals,24,44,13,35,,,,,,,,,
1941,ham,Opponents Totals,59,86,43,56,,,,,,,,,
1942,lkc,Team Totals,35,55,82,55,,,,,,,,,
1942,lkc,Opponents Totals,16,23,35,28,,,,,,,,,
1942,har,Team Totals,14,47,42,64,,,,,,,,,
1942,har,Opponents Totals,30,31,17,41,,,,,,,,,
1942,llarm,Team Totals,62,38,35,20,,,,,,,,,
1942,llarm,Opponents Totals,16,54,7,62,,,,,,,,,
1942,min,Team Totals,38,20,21,21,,,,,,,,,
1942,min,Opponents Totals,21,72,38,37,,,,,,,,,
1942,larm,Team Totals,20,41,24,49,,,,,,,,,
1942,larm,Opponents Totals,73,38,79,52,,,,,,,,,
1942,bal,Team Totals,93,88,99,96,,,,,,,,,
1942,bal,Opponents Totals,14,35,7,28,,,,,,,,,
1942,lten,Team Totals,57,90,48,105,,,,,,,,,
1942,lten,Opponents Totals,45,61,43,66,,,,,,,,,
1942,dul,Team Totals,14,45,35,56,,,,,,,,,
1942,dul,Opponents Totals,54,45,52,56,,,,,,,,,
1942,atl,Team Totals,37,27,6,28,,,,,,,,,
1942,atl,Opponents Totals,73,37,48,51,,,,,,,,,
1942,ham,Team Totals,24,7,0,7,,,,,,,,,
1942,ham,Opponents Totals,52,62,69,80,,,,,,,,,
1943,lkc,Team Totals,51,49,73,56,,,,,,,,,
1943,lkc,Opponents Totals,17,21,37,62,,,,,,,,,
1943,har,Team Totals,62,48,59,28,,,,,,,,,
1943,har,Opponents Totals,24,42,28,76,,,,,,,,,
1943,llarm,Team Totals,73,28,14,110,,,,,,,,,
1943,llarm,Opponents Totals,49,85,48,48,,,,,,,,,
1943,min,Team Totals,10,14,20,21,,,,,,,,,
1943,min,Opponents Totals,88,57,40,49,,,,,,,,,
1943,larm,Team Totals,51,87,75,90,,,,,,,,,
1943,larm,Opponents Totals,28,31,56,42,,,,,,,,,
1943,bal,Team Totals,80,62,56,66,,,,,,,,,
1943,bal,Opponents Totals,47,28,34,63,,,,,,,,,
1943,lten,Team Totals,20,61,55,42,,,,,,,,,
1943,lten,Opponents Totals,48,56,48,66,,,,,,,,,
1943,dul,Team Totals,10,30,21,34,,,,,,,,,
1943,dul,Opponents Totals,56,59,82,41,,,,,,,,,
1944,lkc,Team Totals,62,43,43,58,,,,,,,,,
1944,lkc,Opponents Totals,13,31,24,7,,,,,,,,,
1944,har,Team Totals,69,88,48,62,,,,,,,,,
1944,har,Opponents Totals,41,29,19,42,,,,,,,,,
1944,llarm,Team Totals,34,58,29,48,,,,,,,,,
1944,llarm,Opponents Totals,41,41,34,64,,,,,,,,,
1944,min,Team Totals,9,14,42,17,,,,,,,,,
1944,min,Opponents Totals,58,66,74,35,,,,,,,,,
1944,larm,Team Totals,7,28,20,14,,,,,,,,,
1944,larm,Opponents Totals,41,48,40,37,,,,,,,,,
1944,bal,Team Totals,56,77,41,64,,,,,,,,,
1944,bal,Opponents Totals,34,27,38,42,,,,,,,,,
1944,lten,Team Totals,49,83,35,91,,,,,,,,,
1944,lten,Opponents Totals,21,59,61,31,,,,,,,,,
1944,dul,Team Totals,65,58,72,21,,,,,,,,,
1944,dul,Opponents Totals,21,55,27,48,,,,,,,,,
1944,atl,Team Totals,26,62,41,59,,,,,,,,,
1944,atl,Opponents Totals,42,92,40,50,,,,,,,,,
1944,ham,Team Totals,7,20,27,54,,,,,,,,,
1944,ham,Opponents Totals,72,83,41,132,,,,,,,,,
1945,lkc,Team Totals,37,54,42,76,,,,,,,,,
1945,lkc,Opponents Totals,14,49,27,31,,,,,,,,,
1945,har,Team Totals,41,75,57,99,,,,,,,,,
1945,har,Opponents Totals,16,21,35,41,,,,,,,,,
1945,llarm,Team Totals,40,56,31,52,,,,,,,,,
1945,llarm,Opponents Totals,45,64,44,45,,,,,,,,,
1945,min,Team Totals,24,41,28,30,,,,,,,,,
1945,min,Opponents Totals,24,60,58,69,,,,,,,,,
1945,larm,Team Totals,23,26,0,30,,,,,,,,,
1945,larm,Opponents Totals,50,69,37,64,,,,,,,,,
1945,bal,Team Totals,81,58,49,56,,,,,,,,,
1945,bal,Opponents Totals,24,42,35,35,,,,,,,,,
1945,lten,Team Totals,42,34,55,64,,,,,,,,,
1945,lten,Opponents Totals,28,92,40,34,,,,,,,,,
1945,dul,Team Totals,52,116,56,34,,,,,,,,,
1945,dul,Opponents Totals,40,42,35,56,,,,,,,,,
1945,atl,Team Totals,42,77,52,21,,,,,,,,,
1945,atl,Opponents Totals,79,41,42,73,,,,,,,,,
1945,ham,Team Totals,7,35,14,42,,,,,,,,,
1945,ham,Opponents Totals,63,85,31,49,,,,,,,,,
1946,lkc,Team Totals,38,86,63,49,,,,,,,,,
1946,lkc,Opponents Totals,52,34,21,55,,,,,,,,,
1946,har,Team Totals,54,58,61,58,,,,,,,,,
1946,har,Opponents Totals,57,59,48,56,,,,,,,,,
1946,llarm,Team Totals,45,41,45,40,,,,,,,,,
1946,llarm,Opponents Totals,19,59,48,65,,,,,,,,,
1946,min,Team Totals,20,30,28,58,,,,,,,,,
1946,min,Opponents Totals,14,54,14,35,,,,,,,,,
1946,larm,Team Totals,46,49,32,62,,,,,,,,,
1946,larm,Opponents Totals,62,81,75,55,,,,,,,,,
1946,bal,Team Totals,55,86,87,61,,,,,,,,,
1946,bal,Opponents Totals,37,55,56,45,,,,,,,,,
1946,lten,Team Totals,66,76,56,79,,,,,,,,,
1946,lten,Opponents Totals,75,60,58,64,,,,,,,,,
1946,dul,Team Totals,49,105,54,52,,,,,,,,,
1946,dul,Opponents Totals,23,52,45,78,,,,,,,,,
1946,atl,Team Totals,13,47,33,55,,,,,,,,,
1946,atl,Opponents Totals,24,38,45,51,,,,,,,,,
1946,ham,Team Totals,22,31,38,51,,,,,,,,,
1946,ham,Opponents Totals,45,117,87,61,,,,,,,,,
1947,lkc,Team Totals,88,66,82,72,,,,,,,,,
1947,lkc,Opponents Totals,24,66,47,105,,,,,,,,,
1947,har,Team Totals,47,72,42,79,,,,,,,,,
1947,har,Opponents Totals,47,70,44,98,,,,,,,,,
1947,llarm,Team Totals,43,52,14,59,,,,,,,,,
1947,llarm,Opponents Totals,77,51,57,71,,,,,,,,,
1947,min,Team Totals,37,76,77,105,,,,,,,,,
1947,min,Opponents Totals,102,58,98,109,,,,,,,,,
1947,larm,Team Totals,55,31,42,62,,,,,,,,,
1947,larm,Opponents Totals,67,83,65,94,,,,,,,,,
1947,bal,Team Totals,48,71,84,103,,,,,,,,,
1947,bal,Opponents Totals,52,68,55,56,,,,,,,,,
1947,lten,Team Totals,83,97,72,111,,,,,,,,,
1947,lten,Opponents Totals,31,85,36,89,,,,,,,,,
1947,dul,Team Totals,49,61,85,79,,,,,,,,,
1947,dul,Opponents Totals,37,57,58,58,,,,,,,,,
1947,atl,Team Totals,56,72,61,70,,,,,,,,,
1947,atl,Opponents Totals,42,48,48,76,,,,,,,,,
1947,ham,Team Totals,45,64,24,98,,,,,,,,,
1947,ham,Opponents Totals,72,76,75,82,,,,,,,,,
1948,lkc,Team Totals,83,121,73,99,,,,,,,,,
1948,lkc,Opponents Totals,17,56,28,55,,,,,,,,,
1948,har,Team Totals,39,70,60,122,,,,,,,,,
1948,har,Opponents Totals,100,86,63,38,,,,,,,,,
1948,llarm,Team Totals,44,86,83,84,,,,,,,,,
1948,llarm,Opponents Totals,79,101,83,125,,,,,,,,,
1948,min,Team Totals,41,55,38,66,,,,,,,,,
1948,min,Opponents Totals,64,69,21,89,,,,,,,,,
1948,larm,Team Totals,74,45,7,48,,,,,,,,,
1948,larm,Opponents Totals,50,115,103,104,,,,,,,,,
1948,bal,Team Totals,76,128,94,97,,,,,,,,,
1948,bal,Opponents Totals,57,52,35,82,,,,,,,,,
1948,lten,Team Totals,86,108,84,97,,,,,,,,,
1948,lten,Opponents Totals,17,20,41,73,,,,,,,,,
1948,dul,Team Totals,31,86,88,122,,,,,,,,,
1948,dul,Opponents Totals,37,109,82,41,,,,,,,,,
1948,atl,Team Totals,40,44,20,50,,,,,,,,,
1948,atl,Opponents Totals,55,90,59,86,,,,,,,,,
1948,ham,Team Totals,27,59,31,83,,,,,,,,,
1948,ham,Opponents Totals,65,104,63,175,,,,,,,,,
1949,lkc,Team Totals,72,122,98,72,,,,,,,,,
1949,lkc,Opponents Totals,48,24,31,31,,,,,,,,,
1949,har,Team Totals,24,79,63,58,,,,,,,,,
1949,har,Opponents Totals,33,61,41,79,,,,,,,,,
1949,llarm,Team Totals,65,61,100,61,,,,,,,,,
1949,llarm,Opponents Totals,49,93,66,90,,,,,,,,,
1949,min,Team Totals,62,55,66,85,,,,,,,,,
1949,min,Opponents Totals,83,123,76,57,,,,,,,,,
1949,larm,Team Totals,21,48,40,44,,,,,,,,,
1949,larm,Opponents Totals,83,112,101,72,,,,,,,,,
1949,bal,Team Totals,91,84,72,113,,,,,,,,,
1949,bal,Opponents Totals,37,61,62,79,,,,,,,,,
1949,lten,Team Totals,72,102,57,101,,,,,,,,,
1949,lten,Opponents Totals,41,52,48,77,,,,,,,,,
1949,dul,Team Totals,96,89,87,88,,,,,,,,,
1949,dul,Opponents Totals,65,93,54,89,,,,,,,,,
1949,atl,Team Totals,59,54,21,103,,,,,,,,,
1949,atl,Opponents Totals,34,75,68,82,,,,,,,,,
1949,ham,Team Totals,6,47,26,35,,,,,,,,,
1949,ham,Opponents Totals,95,47,83,104,,,,,,,,,
1950,lkc,Team Totals,69,84,57,100,,,,,,,,,
1950,lkc,Opponents Totals,39,35,35,35,,,,,,,,,
1950,har,Team Totals,56,43,75,94,,,,,,,,,
1950,har,Opponents Totals,23,58,42,27,,,,,,,,,
1950,llarm,Team Totals,47,80,48,79,,,,,,,,,
1950,llarm,Opponents Totals,43,20,57,21,,,,,,,,,
1950,min,Team Totals,33,41,55,51,,,,,,,,,
1950,min,Opponents Totals,38,43,46,68,,,,,,,,,
1950,larm,Team Totals,40,56,75,62,,,,,,,,,
1950,larm,Opponents Totals,51,113,64,59,,,,,,,,,
1950,bal,Team Totals,52,69,59,52,,,,,,,,,
1950,bal,Opponents Totals,37,97,83,109,,,,,,,,,
1950,lten,Team Totals,65,112,169,120,,,,,,,,,
1950,lten,Opponents Totals,37,69,91,112,,,,,,,,,
1950,dul,Team Totals,47,74,82,76,,,,,,,,,
1950,dul,Opponents Totals,34,52,27,94,,,,,,,,,
1950,atl,Team Totals,66,99,78,123,,,,,,,,,
1950,atl,Opponents Totals,75,88,94,110,,,,,,,,,
1950,ham,Team Totals,36,82,99,104,,,,,,,,,
1950,ham,Opponents Totals,55,76,96,62,,,,,,,,,
1950,jac,Team Totals,41,58,77,68,,,,,,,,,
1950,jac,Opponents Totals,53,123,127,103,,,,,,,,,
1950,lind,Team Totals,55,66,49,43,,,,,,,,,
1950,lind,Opponents Totals,65,72,90,73,,,,,,,,,
1950,was,Team Totals,33,76,42,62,,,,,,,,,
1950,was,Opponents Totals,90,94,117,161,,,,,,,,,
1951,lkc,Team Totals,80,79,100,72,,,,,,,,,
1951,lkc,Opponents Totals,34,19,44,55,,,,,,,,,
1951,har,Team Totals,61,78,61,54,,,,,,,,,
1951,har,Opponents Totals,44,69,13,35,,,,,,,,,
1951,llarm,Team Totals,23,76,30,54,,,,,,,,,
1951,llarm,Opponents Totals,76,63,62,95,,,,,,,,,
1951,min,Team Totals,30,75,16,62,,,,,,,,,
1951,min,Opponents Totals,34,85,61,55,,,,,,,,,
1951,larm,Team Totals,44,75,53,62,,,,,,,,,
1951,larm,Opponents Totals,34,55,101,74,,,,,,,,,
1951,bal,Team Totals,28,58,65,59,,,,,,,,,
1951,bal,Opponents Totals,52,79,77,79,,,,,,,,,
1951,lten,Team Totals,105,71,94,122,,,,,,,,,
1951,lten,Opponents Totals,55,108,44,54,,,,,,,,,
1951,dul,Team Totals,40,110,105,81,,,,,,,,,
1951,dul,Opponents Totals,59,72,59,69,,,,,,,,,
1951,atl,Team Totals,61,62,58,74,,,,,,,,,
1951,atl,Opponents Totals,46,71,47,41,,,,,,,,,
1951,ham,Team Totals,45,84,77,80,,,,,,,,,
1951,ham,Opponents Totals,14,92,80,96,,,,,,,,,
1951,jac,Team Totals,62,56,54,82,,,,,,,,,
1951,jac,Opponents Totals,68,96,86,125,,,,,,,,,
1951,lind,Team Totals,34,87,27,93,,,,,,,,,
1951,lind,Opponents Totals,97,102,66,117,,,,,,,,,
1952,lkc,Team Totals,81,62,108,59,,,,,,,,,
1952,lkc,Opponents Totals,47,53,42,71,,,,,,,,,
1952,har,Team Totals,41,71,80,42,,,,,,,,,
1952,har,Opponents Totals,53,71,41,66,,,,,,,,,
1952,llarm,Team Totals,79,68,40,65,,,,,,,,,
1952,llarm,Opponents Totals,44,85,72,70,,,,,,,,,
1952,min,Team Totals,51,83,76,90,,,,,,,,,
1952,min,Opponents Totals,64,47,63,99,,,,,,,,,
1952,larm,Team Totals,22,56,35,59,,,,,,,,,
1952,larm,Opponents Totals,44,92,49,36,,,,,,,,,
1952,bal,Team Totals,62,64,43,71,,,,,,,,,
1952,bal,Opponents Totals,65,79,64,79,,,,,,,,,
1952,lten,Team Totals,47,126,65,106,,,,,,,,,
1952,lten,Opponents Totals,43,52,67,30,,,,,,,,,
1952,dul,Team Totals,50,89,88,122,,,,,,,,,
1952,dul,Opponents Totals,20,82,51,81,,,,,,,,,
1952,atl,Team Totals,76,58,51,100,,,,,,,,,
1952,atl,Opponents Totals,23,71,58,69,,,,,,,,,
1952,ham,Team Totals,51,97,80,67,,,,,,,,,
1952,ham,Opponents Totals,58,75,77,102,,,,,,,,,
1952,jac,Team Totals,49,74,28,94,,,,,,,,,
1952,jac,Opponents Totals,54,82,64,126,,,,,,,,,
1952,lind,Team Totals,13,61,33,75,,,,,,,,,
1952,lind,Opponents Totals,107,120,79,121,,,,,,,,,
1953,lkc,Team Totals,67,121,61,99,,,,,,,,,
1953,lkc,Opponents Totals,31,45,42,44,,,,,,,,,
1953,har,Team Totals,72,94,68,118,,,,,,,,,
1953,har,Opponents Totals,54,41,48,72,,,,,,,,,
1953,llarm,Team Totals,45,51,30,82,,,,,,,,,
1953,llarm,Opponents Totals,41,67,27,80,,,,,,,,,
1953,min,Team Totals,48,41,35,87,,,,,,,,,
1953,min,Opponents Totals,56,89,43,75,,,,,,,,,
1953,larm,Team Totals,54,42,34,49,,,,,,,,,
1953,larm,Opponents Totals,58,69,74,76,,,,,,,,,
1953,bal,Team Totals,65,44,41,40,,,,,,,,,
1953,bal,Opponents Totals,90,71,42,134,,,,,,,,,
1953,lten,Team Totals,54,88,67,62,,,,,,,,,
1953,lten,Opponents Totals,67,52,42,44,,,,,,,,,
1953,dul,Team Totals,97,99,97,79,,,,,,,,,
1953,dul,Opponents Totals,65,65,38,69,,,,,,,,,
1953,atl,Team Totals,77,108,101,80,,,,,,,,,
1953,atl,Opponents Totals,58,71,40,67,,,,,,,,,
1953,ham,Team Totals,86,50,14,68,,,,,,,,,
1953,ham,Opponents Totals,60,93,47,62,,,,,,,,,
1953,jac,Team Totals,38,44,39,61,,,,,,,,,
1953,jac,Opponents Totals,77,105,83,85,,,,,,,,,
1953,lind,Team Totals,52,62,31,55,,,,,,,,,
1953,lind,Opponents Totals,98,76,92,72,,,,,,,,,
1954,lkc,Team Totals,95,92,88,61,,,,,,,,,
1954,lkc,Opponents Totals,17,54,42,49,,,,,,,,,
1954,har,Team Totals,51,93,69,71,,,,,,,,,
1954,har,Opponents Totals,52,43,95,40,,,,,,,,,
1954,llarm,Team Totals,77,86,65,65,,,,,,,,,
1954,llarm,Opponents Totals,33,80,38,33,,,,,,,,,
1954,min,Team Totals,40,86,42,51,,,,,,,,,
1954,min,Opponents Totals,65,85,47,66,,,,,,,,,
1954,larm,Team Totals,51,69,54,33,,,,,,,,,
1954,larm,Opponents Totals,86,138,97,111,,,,,,,,,
1954,bal,Team Totals,47,89,93,108,,,,,,,,,
1954,bal,Opponents Totals,75,45,46,23,,,,,,,,,
1954,lten,Team Totals,100,67,37,97,,,,,,,,,
1954,lten,Opponents Totals,48,75,68,88,,,,,,,,,
1954,dul,Team Totals,106,61,59,87,,,,,,,,,
1954,dul,Opponents Totals,58,51,76,66,,,,,,,,,
1954,atl,Team Totals,85,90,66,73,,,,,,,,,
1954,atl,Opponents Totals,82,76,40,87,,,,,,,,,
1954,ham,Team Totals,38,70,77,49,,,,,,,,,
1954,ham,Opponents Totals,72,73,34,72,,,,,,,,,
1954,jac,Team Totals,33,55,26,17,,,,,,,,,
1954,jac,Opponents Totals,62,72,66,79,,,,,,,,,
1954,lind,Team Totals,46,47,27,63,,,,,,,,,
1954,lind,Opponents Totals,119,113,54,61,,,,,,,,,
1955,lkc,Team Totals,72,96,91,90,,,,,,,,,
1955,lkc,Opponents Totals,46,67,39,66,,,,,,,,,
1955,har,Team Totals,44,51,82,69,,,,,,,,,
1955,har,Opponents Totals,31,56,86,49,,,,,,,,,
1955,llarm,Team Totals,65,82,79,41,,,,,,,,,
1955,llarm,Opponents Totals,30,64,56,73,,,,,,,,,
1955,min,Team Totals,61,52,49,62,,,,,,,,,
1955,min,Opponents Totals,57,76,43,76,,,,,,,,,
1955,larm,Team Totals,23,61,61,103,,,,,,,,,
1955,larm,Opponents Totals,69,54,72,36,,,,,,,,,
1955,bal,Team Totals,23,58,45,69,,,,,,,,,
1955,bal,Opponents Totals,55,93,76,61,,,,,,,,,
1955,lten,Team Totals,71,40,51,98,,,,,,,,,
1955,lten,Opponents Totals,40,55,51,85,,,,,,,,,
1955,dul,Team Totals,48,103,83,60,,,,,,,,,
1955,dul,Opponents Totals,67,63,43,78,,,,,,,,,
1955,atl,Team Totals,40,101,45,72,,,,,,,,,
1955,atl,Opponents Totals,77,59,58,82,,,,,,,,,
1955,ham,Team Totals,54,44,57,59,,,,,,,,,
1955,ham,Opponents Totals,36,72,69,62,,,,,,,,,
1955,jac,Team Totals,58,75,35,48,,,,,,,,,
1955,jac,Opponents Totals,32,105,76,85,,,,,,,,,
1955,lind,Team Totals,40,88,43,59,,,,,,,,,
1955,lind,Opponents Totals,59,87,52,77,,,,,,,,,
1956,lkc,Team Totals,52,86,77,49,,,,,,,,,
1956,lkc,Opponents Totals,27,58,41,71,,,,,,,,,
1956,har,Team Totals,38,78,45,79,,,,,,,,,
1956,har,Opponents Totals,39,26,55,62,,,,,,,,,
1956,llarm,Team Totals,27,59,50,47,,,,,,,,,
1956,llarm,Opponents Totals,62,50,44,69,,,,,,,,,
1956,min,Team Totals,65,54,14,34,,,,,,,,,
1956,min,Opponents Totals,24,69,30,51,,,,,,,,,
1956,larm,Team Totals,31,62,37,87,,,,,,,,,
1956,larm,Opponents Totals,61,95,49,45,,,,,,,,,
1956,bal,Team Totals,44,34,31,34,,,,,,,,,
1956,bal,Opponents Totals,31,56,59,69,,,,,,,,,
1956,lten,Team Totals,51,123,93,96,,,,,,,,,
1956,lten,Opponents Totals,31,87,66,62,,,,,,,,,
1956,dul,Team Totals,58,98,69,75,,,,,,,,,
1956,dul,Opponents Totals,23,60,37,68,,,,,,,,,
1956,atl,Team Totals,37,67,41,88,,,,,,,,,
1956,atl,Opponents Totals,71,77,82,54,,,,,,,,,
1956,ham,Team Totals,55,103,51,61,,,,,,,,,
1956,ham,Opponents Totals,80,64,83,95,,,,,,,,,
1956,jac,Team Totals,51,61,62,90,,,,,,,,,
1956,jac,Opponents Totals,78,125,54,85,,,,,,,,,
1956,lind,Team Totals,79,47,86,79,,,,,,,,,
1956,lind,Opponents Totals,61,105,56,85,,,,,,,,,
1957,lkc,Team Totals,51,64,65,89,,,,,,,,,
1957,lkc,Opponents Totals,30,53,41,48,,,,,,,,,
1957,har,Team Totals,70,95,45,44,,,,,,,,,
1957,har,Opponents Totals,58,47,52,54,,,,,,,,,
1957,llarm,Team Totals,39,50,33,39,,,,,,,,,
1957,llarm,Opponents Totals,19,65,36,58,,,,,,,,,
1957,min,Team Totals,56,57,80,58,,,,,,,,,
1957,min,Opponents Totals,62,62,37,69,,,,,,,,,
1957,larm,Team Totals,37,36,27,73,,,,,,,,,
1957,larm,Opponents Totals,34,94,51,51,,,,,,,,,
1957,bal,Team Totals,45,51,32,72,,,,,,,,,
1957,bal,Opponents Totals,97,73,51,78,,,,,,,,,
1957,lten,Team Totals,41,71,53,86,,,,,,,,,
1957,lten,Opponents Totals,37,95,37,62,,,,,,,,,
1957,dul,Team Totals,37,91,59,73,,,,,,,,,
